=== PING TEST TO 192.168.20.1 ===
Timestamp: 2026-01-07 15:51:13
Test duration: 50 packets

PING 192.168.20.1 (192.168.20.1) 56(84) bytes of data.
64 bytes from 192.168.20.1: icmp_seq=1 ttl=64 time=0.225 ms
64 bytes from 192.168.20.1: icmp_seq=2 ttl=64 time=0.264 ms
64 bytes from 192.168.20.1: icmp_seq=3 ttl=64 time=0.414 ms
64 bytes from 192.168.20.1: icmp_seq=4 ttl=64 time=0.304 ms
64 bytes from 192.168.20.1: icmp_seq=5 ttl=64 time=0.358 ms
64 bytes from 192.168.20.1: icmp_seq=6 ttl=64 time=0.430 ms
64 bytes from 192.168.20.1: icmp_seq=7 ttl=64 time=0.395 ms
64 bytes from 192.168.20.1: icmp_seq=8 ttl=64 time=0.307 ms
64 bytes from 192.168.20.1: icmp_seq=9 ttl=64 time=0.344 ms
64 bytes from 192.168.20.1: icmp_seq=10 ttl=64 time=0.366 ms
64 bytes from 192.168.20.1: icmp_seq=11 ttl=64 time=0.355 ms
64 bytes from 192.168.20.1: icmp_seq=12 ttl=64 time=0.362 ms
64 bytes from 192.168.20.1: icmp_seq=13 ttl=64 time=0.363 ms
64 bytes from 192.168.20.1: icmp_seq=14 ttl=64 time=0.356 ms
64 bytes from 192.168.20.1: icmp_seq=15 ttl=64 time=0.351 ms
64 bytes from 192.168.20.1: icmp_seq=16 ttl=64 time=0.290 ms
64 bytes from 192.168.20.1: icmp_seq=17 ttl=64 time=0.252 ms
64 bytes from 192.168.20.1: icmp_seq=18 ttl=64 time=0.265 ms
64 bytes from 192.168.20.1: icmp_seq=19 ttl=64 time=0.344 ms
64 bytes from 192.168.20.1: icmp_seq=20 ttl=64 time=0.595 ms
64 bytes from 192.168.20.1: icmp_seq=21 ttl=64 time=0.215 ms
64 bytes from 192.168.20.1: icmp_seq=22 ttl=64 time=0.411 ms
64 bytes from 192.168.20.1: icmp_seq=23 ttl=64 time=0.339 ms
64 bytes from 192.168.20.1: icmp_seq=24 ttl=64 time=0.310 ms
64 bytes from 192.168.20.1: icmp_seq=25 ttl=64 time=0.246 ms
64 bytes from 192.168.20.1: icmp_seq=26 ttl=64 time=0.365 ms
64 bytes from 192.168.20.1: icmp_seq=27 ttl=64 time=0.368 ms
64 bytes from 192.168.20.1: icmp_seq=28 ttl=64 time=0.391 ms
64 bytes from 192.168.20.1: icmp_seq=29 ttl=64 time=0.452 ms
64 bytes from 192.168.20.1: icmp_seq=30 ttl=64 time=0.304 ms
64 bytes from 192.168.20.1: icmp_seq=31 ttl=64 time=0.344 ms
64 bytes from 192.168.20.1: icmp_seq=32 ttl=64 time=0.310 ms
64 bytes from 192.168.20.1: icmp_seq=33 ttl=64 time=0.394 ms
64 bytes from 192.168.20.1: icmp_seq=34 ttl=64 time=0.400 ms
64 bytes from 192.168.20.1: icmp_seq=35 ttl=64 time=0.286 ms
64 bytes from 192.168.20.1: icmp_seq=36 ttl=64 time=0.362 ms
64 bytes from 192.168.20.1: icmp_seq=37 ttl=64 time=0.202 ms
64 bytes from 192.168.20.1: icmp_seq=38 ttl=64 time=0.249 ms
64 bytes from 192.168.20.1: icmp_seq=39 ttl=64 time=0.575 ms
64 bytes from 192.168.20.1: icmp_seq=40 ttl=64 time=0.620 ms
64 bytes from 192.168.20.1: icmp_seq=41 ttl=64 time=0.395 ms
64 bytes from 192.168.20.1: icmp_seq=42 ttl=64 time=0.306 ms
64 bytes from 192.168.20.1: icmp_seq=43 ttl=64 time=0.299 ms
64 bytes from 192.168.20.1: icmp_seq=44 ttl=64 time=0.299 ms
64 bytes from 192.168.20.1: icmp_seq=45 ttl=64 time=0.250 ms
64 bytes from 192.168.20.1: icmp_seq=46 ttl=64 time=0.242 ms
64 bytes from 192.168.20.1: icmp_seq=47 ttl=64 time=0.268 ms
64 bytes from 192.168.20.1: icmp_seq=48 ttl=64 time=0.268 ms
64 bytes from 192.168.20.1: icmp_seq=49 ttl=64 time=0.313 ms
64 bytes from 192.168.20.1: icmp_seq=50 ttl=64 time=0.568 ms

--- 192.168.20.1 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 50185ms
rtt min/avg/max/mdev = 0.202/0.345/0.620/0.092 ms

=== END PING TEST ===

