=== PING TEST TO 192.168.20.1 ===
Timestamp: 2026-01-07 15:11:43
Test duration: 50 packets

PING 192.168.20.1 (192.168.20.1) 56(84) bytes of data.
64 bytes from 192.168.20.1: icmp_seq=1 ttl=64 time=0.464 ms
64 bytes from 192.168.20.1: icmp_seq=2 ttl=64 time=0.382 ms
64 bytes from 192.168.20.1: icmp_seq=3 ttl=64 time=0.379 ms
64 bytes from 192.168.20.1: icmp_seq=4 ttl=64 time=0.364 ms
64 bytes from 192.168.20.1: icmp_seq=5 ttl=64 time=0.431 ms
64 bytes from 192.168.20.1: icmp_seq=6 ttl=64 time=0.309 ms
64 bytes from 192.168.20.1: icmp_seq=7 ttl=64 time=0.345 ms
64 bytes from 192.168.20.1: icmp_seq=8 ttl=64 time=0.396 ms
64 bytes from 192.168.20.1: icmp_seq=9 ttl=64 time=0.310 ms
64 bytes from 192.168.20.1: icmp_seq=10 ttl=64 time=0.335 ms
64 bytes from 192.168.20.1: icmp_seq=11 ttl=64 time=0.413 ms
64 bytes from 192.168.20.1: icmp_seq=12 ttl=64 time=0.348 ms
64 bytes from 192.168.20.1: icmp_seq=13 ttl=64 time=0.259 ms
64 bytes from 192.168.20.1: icmp_seq=14 ttl=64 time=0.349 ms
64 bytes from 192.168.20.1: icmp_seq=15 ttl=64 time=0.340 ms
64 bytes from 192.168.20.1: icmp_seq=16 ttl=64 time=0.382 ms
64 bytes from 192.168.20.1: icmp_seq=17 ttl=64 time=0.355 ms
64 bytes from 192.168.20.1: icmp_seq=18 ttl=64 time=0.354 ms
64 bytes from 192.168.20.1: icmp_seq=19 ttl=64 time=0.192 ms
64 bytes from 192.168.20.1: icmp_seq=20 ttl=64 time=0.347 ms
64 bytes from 192.168.20.1: icmp_seq=21 ttl=64 time=0.396 ms
64 bytes from 192.168.20.1: icmp_seq=22 ttl=64 time=0.351 ms
64 bytes from 192.168.20.1: icmp_seq=23 ttl=64 time=0.301 ms
64 bytes from 192.168.20.1: icmp_seq=24 ttl=64 time=0.326 ms
64 bytes from 192.168.20.1: icmp_seq=25 ttl=64 time=0.327 ms
64 bytes from 192.168.20.1: icmp_seq=26 ttl=64 time=0.329 ms
64 bytes from 192.168.20.1: icmp_seq=27 ttl=64 time=0.353 ms
64 bytes from 192.168.20.1: icmp_seq=28 ttl=64 time=0.354 ms
64 bytes from 192.168.20.1: icmp_seq=29 ttl=64 time=0.326 ms
64 bytes from 192.168.20.1: icmp_seq=30 ttl=64 time=0.360 ms
64 bytes from 192.168.20.1: icmp_seq=31 ttl=64 time=0.305 ms
64 bytes from 192.168.20.1: icmp_seq=32 ttl=64 time=0.321 ms
64 bytes from 192.168.20.1: icmp_seq=33 ttl=64 time=0.324 ms
64 bytes from 192.168.20.1: icmp_seq=34 ttl=64 time=0.311 ms
64 bytes from 192.168.20.1: icmp_seq=35 ttl=64 time=0.350 ms
64 bytes from 192.168.20.1: icmp_seq=36 ttl=64 time=0.294 ms
64 bytes from 192.168.20.1: icmp_seq=37 ttl=64 time=0.294 ms
64 bytes from 192.168.20.1: icmp_seq=38 ttl=64 time=0.285 ms
64 bytes from 192.168.20.1: icmp_seq=39 ttl=64 time=0.295 ms
64 bytes from 192.168.20.1: icmp_seq=40 ttl=64 time=0.401 ms
64 bytes from 192.168.20.1: icmp_seq=41 ttl=64 time=0.322 ms
64 bytes from 192.168.20.1: icmp_seq=42 ttl=64 time=0.371 ms
64 bytes from 192.168.20.1: icmp_seq=43 ttl=64 time=0.343 ms
64 bytes from 192.168.20.1: icmp_seq=44 ttl=64 time=0.373 ms
64 bytes from 192.168.20.1: icmp_seq=45 ttl=64 time=0.346 ms
64 bytes from 192.168.20.1: icmp_seq=46 ttl=64 time=0.282 ms
64 bytes from 192.168.20.1: icmp_seq=47 ttl=64 time=0.301 ms
64 bytes from 192.168.20.1: icmp_seq=48 ttl=64 time=0.290 ms
64 bytes from 192.168.20.1: icmp_seq=49 ttl=64 time=0.285 ms
64 bytes from 192.168.20.1: icmp_seq=50 ttl=64 time=0.341 ms

--- 192.168.20.1 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 50101ms
rtt min/avg/max/mdev = 0.192/0.338/0.464/0.045 ms

=== END PING TEST ===

