=== PING TEST TO 192.168.20.1 ===
Timestamp: 2026-01-07 15:24:50
Test duration: 50 packets

PING 192.168.20.1 (192.168.20.1) 56(84) bytes of data.
64 bytes from 192.168.20.1: icmp_seq=1 ttl=64 time=0.235 ms
64 bytes from 192.168.20.1: icmp_seq=2 ttl=64 time=0.336 ms
64 bytes from 192.168.20.1: icmp_seq=3 ttl=64 time=0.454 ms
64 bytes from 192.168.20.1: icmp_seq=4 ttl=64 time=0.228 ms
64 bytes from 192.168.20.1: icmp_seq=5 ttl=64 time=0.219 ms
64 bytes from 192.168.20.1: icmp_seq=6 ttl=64 time=0.431 ms
64 bytes from 192.168.20.1: icmp_seq=7 ttl=64 time=0.405 ms
64 bytes from 192.168.20.1: icmp_seq=8 ttl=64 time=0.415 ms
64 bytes from 192.168.20.1: icmp_seq=9 ttl=64 time=0.315 ms
64 bytes from 192.168.20.1: icmp_seq=10 ttl=64 time=0.358 ms
64 bytes from 192.168.20.1: icmp_seq=11 ttl=64 time=0.420 ms
64 bytes from 192.168.20.1: icmp_seq=12 ttl=64 time=0.335 ms
64 bytes from 192.168.20.1: icmp_seq=13 ttl=64 time=0.398 ms
64 bytes from 192.168.20.1: icmp_seq=14 ttl=64 time=0.487 ms
64 bytes from 192.168.20.1: icmp_seq=15 ttl=64 time=0.332 ms
64 bytes from 192.168.20.1: icmp_seq=16 ttl=64 time=0.343 ms
64 bytes from 192.168.20.1: icmp_seq=17 ttl=64 time=0.408 ms
64 bytes from 192.168.20.1: icmp_seq=18 ttl=64 time=0.454 ms
64 bytes from 192.168.20.1: icmp_seq=19 ttl=64 time=0.232 ms
64 bytes from 192.168.20.1: icmp_seq=20 ttl=64 time=0.271 ms
64 bytes from 192.168.20.1: icmp_seq=21 ttl=64 time=0.262 ms
64 bytes from 192.168.20.1: icmp_seq=22 ttl=64 time=0.340 ms
64 bytes from 192.168.20.1: icmp_seq=23 ttl=64 time=0.302 ms
64 bytes from 192.168.20.1: icmp_seq=24 ttl=64 time=0.405 ms
64 bytes from 192.168.20.1: icmp_seq=25 ttl=64 time=0.293 ms
64 bytes from 192.168.20.1: icmp_seq=26 ttl=64 time=0.300 ms
64 bytes from 192.168.20.1: icmp_seq=27 ttl=64 time=0.280 ms
64 bytes from 192.168.20.1: icmp_seq=28 ttl=64 time=0.366 ms
64 bytes from 192.168.20.1: icmp_seq=29 ttl=64 time=0.555 ms
64 bytes from 192.168.20.1: icmp_seq=30 ttl=64 time=0.358 ms
64 bytes from 192.168.20.1: icmp_seq=31 ttl=64 time=0.344 ms
64 bytes from 192.168.20.1: icmp_seq=32 ttl=64 time=0.288 ms
64 bytes from 192.168.20.1: icmp_seq=33 ttl=64 time=0.331 ms
64 bytes from 192.168.20.1: icmp_seq=34 ttl=64 time=0.643 ms
64 bytes from 192.168.20.1: icmp_seq=35 ttl=64 time=0.357 ms
64 bytes from 192.168.20.1: icmp_seq=36 ttl=64 time=0.314 ms
64 bytes from 192.168.20.1: icmp_seq=37 ttl=64 time=0.362 ms
64 bytes from 192.168.20.1: icmp_seq=38 ttl=64 time=0.365 ms
64 bytes from 192.168.20.1: icmp_seq=39 ttl=64 time=0.561 ms
64 bytes from 192.168.20.1: icmp_seq=40 ttl=64 time=0.374 ms
64 bytes from 192.168.20.1: icmp_seq=41 ttl=64 time=0.245 ms
64 bytes from 192.168.20.1: icmp_seq=42 ttl=64 time=0.316 ms
64 bytes from 192.168.20.1: icmp_seq=43 ttl=64 time=0.287 ms
64 bytes from 192.168.20.1: icmp_seq=44 ttl=64 time=0.353 ms
64 bytes from 192.168.20.1: icmp_seq=45 ttl=64 time=0.335 ms
64 bytes from 192.168.20.1: icmp_seq=46 ttl=64 time=0.362 ms
64 bytes from 192.168.20.1: icmp_seq=47 ttl=64 time=0.272 ms
64 bytes from 192.168.20.1: icmp_seq=48 ttl=64 time=0.287 ms
64 bytes from 192.168.20.1: icmp_seq=49 ttl=64 time=0.274 ms
64 bytes from 192.168.20.1: icmp_seq=50 ttl=64 time=0.312 ms

--- 192.168.20.1 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 50030ms
rtt min/avg/max/mdev = 0.219/0.350/0.643/0.085 ms

=== END PING TEST ===

