=== PING TEST TO 192.168.20.1 ===
Timestamp: 2026-01-07 16:29:06
Test duration: 50 packets

PING 192.168.20.1 (192.168.20.1) 56(84) bytes of data.
64 bytes from 192.168.20.1: icmp_seq=1 ttl=64 time=0.224 ms
64 bytes from 192.168.20.1: icmp_seq=2 ttl=64 time=0.243 ms
64 bytes from 192.168.20.1: icmp_seq=3 ttl=64 time=0.236 ms
64 bytes from 192.168.20.1: icmp_seq=4 ttl=64 time=0.233 ms
64 bytes from 192.168.20.1: icmp_seq=5 ttl=64 time=0.228 ms
64 bytes from 192.168.20.1: icmp_seq=6 ttl=64 time=0.273 ms
64 bytes from 192.168.20.1: icmp_seq=7 ttl=64 time=0.306 ms
64 bytes from 192.168.20.1: icmp_seq=8 ttl=64 time=0.532 ms
64 bytes from 192.168.20.1: icmp_seq=9 ttl=64 time=0.607 ms
64 bytes from 192.168.20.1: icmp_seq=10 ttl=64 time=0.493 ms
64 bytes from 192.168.20.1: icmp_seq=11 ttl=64 time=0.289 ms
64 bytes from 192.168.20.1: icmp_seq=12 ttl=64 time=0.388 ms
64 bytes from 192.168.20.1: icmp_seq=13 ttl=64 time=0.353 ms
64 bytes from 192.168.20.1: icmp_seq=14 ttl=64 time=0.472 ms
64 bytes from 192.168.20.1: icmp_seq=15 ttl=64 time=0.427 ms
64 bytes from 192.168.20.1: icmp_seq=16 ttl=64 time=0.438 ms
64 bytes from 192.168.20.1: icmp_seq=17 ttl=64 time=0.385 ms
64 bytes from 192.168.20.1: icmp_seq=18 ttl=64 time=0.330 ms
64 bytes from 192.168.20.1: icmp_seq=19 ttl=64 time=0.305 ms
64 bytes from 192.168.20.1: icmp_seq=20 ttl=64 time=0.385 ms
64 bytes from 192.168.20.1: icmp_seq=21 ttl=64 time=0.387 ms
64 bytes from 192.168.20.1: icmp_seq=22 ttl=64 time=0.392 ms
64 bytes from 192.168.20.1: icmp_seq=23 ttl=64 time=0.361 ms
64 bytes from 192.168.20.1: icmp_seq=24 ttl=64 time=0.363 ms
64 bytes from 192.168.20.1: icmp_seq=25 ttl=64 time=0.359 ms
64 bytes from 192.168.20.1: icmp_seq=26 ttl=64 time=0.380 ms
64 bytes from 192.168.20.1: icmp_seq=27 ttl=64 time=0.315 ms
64 bytes from 192.168.20.1: icmp_seq=28 ttl=64 time=0.445 ms
64 bytes from 192.168.20.1: icmp_seq=29 ttl=64 time=0.416 ms
64 bytes from 192.168.20.1: icmp_seq=30 ttl=64 time=0.418 ms
64 bytes from 192.168.20.1: icmp_seq=31 ttl=64 time=0.431 ms
64 bytes from 192.168.20.1: icmp_seq=32 ttl=64 time=0.458 ms
64 bytes from 192.168.20.1: icmp_seq=33 ttl=64 time=0.397 ms
64 bytes from 192.168.20.1: icmp_seq=34 ttl=64 time=0.350 ms
64 bytes from 192.168.20.1: icmp_seq=35 ttl=64 time=0.343 ms
64 bytes from 192.168.20.1: icmp_seq=36 ttl=64 time=0.342 ms
64 bytes from 192.168.20.1: icmp_seq=37 ttl=64 time=0.360 ms
64 bytes from 192.168.20.1: icmp_seq=38 ttl=64 time=0.370 ms
64 bytes from 192.168.20.1: icmp_seq=39 ttl=64 time=0.402 ms
64 bytes from 192.168.20.1: icmp_seq=40 ttl=64 time=0.337 ms
64 bytes from 192.168.20.1: icmp_seq=41 ttl=64 time=0.345 ms
64 bytes from 192.168.20.1: icmp_seq=42 ttl=64 time=0.432 ms
64 bytes from 192.168.20.1: icmp_seq=43 ttl=64 time=0.313 ms
64 bytes from 192.168.20.1: icmp_seq=44 ttl=64 time=0.287 ms
64 bytes from 192.168.20.1: icmp_seq=45 ttl=64 time=0.388 ms
64 bytes from 192.168.20.1: icmp_seq=46 ttl=64 time=0.406 ms
64 bytes from 192.168.20.1: icmp_seq=47 ttl=64 time=0.314 ms
64 bytes from 192.168.20.1: icmp_seq=48 ttl=64 time=0.303 ms
64 bytes from 192.168.20.1: icmp_seq=49 ttl=64 time=0.321 ms
64 bytes from 192.168.20.1: icmp_seq=50 ttl=64 time=0.355 ms

--- 192.168.20.1 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 50063ms
rtt min/avg/max/mdev = 0.224/0.364/0.607/0.076 ms

=== END PING TEST ===

