=== PING TEST TO 192.168.20.1 ===
Timestamp: 2026-01-07 13:26:48
Test duration: 50 packets

PING 192.168.20.1 (192.168.20.1) 56(84) bytes of data.
64 bytes from 192.168.20.1: icmp_seq=1 ttl=64 time=0.500 ms
64 bytes from 192.168.20.1: icmp_seq=2 ttl=64 time=0.206 ms
64 bytes from 192.168.20.1: icmp_seq=3 ttl=64 time=0.488 ms
64 bytes from 192.168.20.1: icmp_seq=4 ttl=64 time=0.270 ms
64 bytes from 192.168.20.1: icmp_seq=5 ttl=64 time=0.313 ms
64 bytes from 192.168.20.1: icmp_seq=6 ttl=64 time=0.357 ms
64 bytes from 192.168.20.1: icmp_seq=7 ttl=64 time=0.221 ms
64 bytes from 192.168.20.1: icmp_seq=8 ttl=64 time=0.320 ms
64 bytes from 192.168.20.1: icmp_seq=9 ttl=64 time=0.343 ms
64 bytes from 192.168.20.1: icmp_seq=10 ttl=64 time=0.373 ms
64 bytes from 192.168.20.1: icmp_seq=11 ttl=64 time=0.409 ms
64 bytes from 192.168.20.1: icmp_seq=12 ttl=64 time=0.310 ms
64 bytes from 192.168.20.1: icmp_seq=13 ttl=64 time=0.275 ms
64 bytes from 192.168.20.1: icmp_seq=14 ttl=64 time=0.380 ms
64 bytes from 192.168.20.1: icmp_seq=15 ttl=64 time=0.375 ms
64 bytes from 192.168.20.1: icmp_seq=16 ttl=64 time=0.382 ms
64 bytes from 192.168.20.1: icmp_seq=17 ttl=64 time=0.282 ms
64 bytes from 192.168.20.1: icmp_seq=18 ttl=64 time=0.302 ms
64 bytes from 192.168.20.1: icmp_seq=19 ttl=64 time=0.409 ms
64 bytes from 192.168.20.1: icmp_seq=20 ttl=64 time=0.202 ms
64 bytes from 192.168.20.1: icmp_seq=21 ttl=64 time=0.405 ms
64 bytes from 192.168.20.1: icmp_seq=22 ttl=64 time=0.341 ms
64 bytes from 192.168.20.1: icmp_seq=23 ttl=64 time=0.315 ms
64 bytes from 192.168.20.1: icmp_seq=24 ttl=64 time=0.308 ms
64 bytes from 192.168.20.1: icmp_seq=25 ttl=64 time=0.339 ms
64 bytes from 192.168.20.1: icmp_seq=26 ttl=64 time=0.360 ms
64 bytes from 192.168.20.1: icmp_seq=27 ttl=64 time=0.396 ms
64 bytes from 192.168.20.1: icmp_seq=28 ttl=64 time=0.337 ms
64 bytes from 192.168.20.1: icmp_seq=29 ttl=64 time=0.302 ms
64 bytes from 192.168.20.1: icmp_seq=30 ttl=64 time=0.295 ms
64 bytes from 192.168.20.1: icmp_seq=31 ttl=64 time=0.408 ms
64 bytes from 192.168.20.1: icmp_seq=32 ttl=64 time=0.347 ms
64 bytes from 192.168.20.1: icmp_seq=33 ttl=64 time=0.351 ms
64 bytes from 192.168.20.1: icmp_seq=34 ttl=64 time=0.356 ms
64 bytes from 192.168.20.1: icmp_seq=35 ttl=64 time=0.362 ms
64 bytes from 192.168.20.1: icmp_seq=36 ttl=64 time=0.366 ms
64 bytes from 192.168.20.1: icmp_seq=37 ttl=64 time=0.345 ms
64 bytes from 192.168.20.1: icmp_seq=38 ttl=64 time=0.299 ms
64 bytes from 192.168.20.1: icmp_seq=39 ttl=64 time=0.314 ms
64 bytes from 192.168.20.1: icmp_seq=40 ttl=64 time=0.327 ms
64 bytes from 192.168.20.1: icmp_seq=41 ttl=64 time=0.356 ms
64 bytes from 192.168.20.1: icmp_seq=42 ttl=64 time=0.356 ms
64 bytes from 192.168.20.1: icmp_seq=43 ttl=64 time=0.354 ms
64 bytes from 192.168.20.1: icmp_seq=44 ttl=64 time=0.354 ms
64 bytes from 192.168.20.1: icmp_seq=45 ttl=64 time=0.350 ms
64 bytes from 192.168.20.1: icmp_seq=46 ttl=64 time=0.338 ms
64 bytes from 192.168.20.1: icmp_seq=47 ttl=64 time=0.345 ms
64 bytes from 192.168.20.1: icmp_seq=48 ttl=64 time=0.256 ms
64 bytes from 192.168.20.1: icmp_seq=49 ttl=64 time=0.280 ms
64 bytes from 192.168.20.1: icmp_seq=50 ttl=64 time=0.264 ms

--- 192.168.20.1 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 50132ms
rtt min/avg/max/mdev = 0.202/0.336/0.500/0.058 ms

=== END PING TEST ===

