=== PING TEST TO 192.168.20.1 ===
Timestamp: 2026-01-07 16:14:48
Test duration: 50 packets

PING 192.168.20.1 (192.168.20.1) 56(84) bytes of data.
64 bytes from 192.168.20.1: icmp_seq=1 ttl=64 time=0.211 ms
64 bytes from 192.168.20.1: icmp_seq=2 ttl=64 time=0.336 ms
64 bytes from 192.168.20.1: icmp_seq=3 ttl=64 time=0.267 ms
64 bytes from 192.168.20.1: icmp_seq=4 ttl=64 time=0.647 ms
64 bytes from 192.168.20.1: icmp_seq=5 ttl=64 time=0.351 ms
64 bytes from 192.168.20.1: icmp_seq=6 ttl=64 time=0.384 ms
64 bytes from 192.168.20.1: icmp_seq=7 ttl=64 time=0.238 ms
64 bytes from 192.168.20.1: icmp_seq=8 ttl=64 time=0.265 ms
64 bytes from 192.168.20.1: icmp_seq=9 ttl=64 time=0.459 ms
64 bytes from 192.168.20.1: icmp_seq=10 ttl=64 time=0.760 ms
64 bytes from 192.168.20.1: icmp_seq=11 ttl=64 time=0.389 ms
64 bytes from 192.168.20.1: icmp_seq=12 ttl=64 time=0.262 ms
64 bytes from 192.168.20.1: icmp_seq=13 ttl=64 time=0.398 ms
64 bytes from 192.168.20.1: icmp_seq=14 ttl=64 time=0.419 ms
64 bytes from 192.168.20.1: icmp_seq=15 ttl=64 time=0.621 ms
64 bytes from 192.168.20.1: icmp_seq=16 ttl=64 time=0.366 ms
64 bytes from 192.168.20.1: icmp_seq=17 ttl=64 time=0.354 ms
64 bytes from 192.168.20.1: icmp_seq=18 ttl=64 time=0.387 ms
64 bytes from 192.168.20.1: icmp_seq=19 ttl=64 time=0.380 ms
64 bytes from 192.168.20.1: icmp_seq=20 ttl=64 time=0.494 ms
64 bytes from 192.168.20.1: icmp_seq=21 ttl=64 time=0.310 ms
64 bytes from 192.168.20.1: icmp_seq=22 ttl=64 time=0.361 ms
64 bytes from 192.168.20.1: icmp_seq=23 ttl=64 time=0.366 ms
64 bytes from 192.168.20.1: icmp_seq=24 ttl=64 time=0.360 ms
64 bytes from 192.168.20.1: icmp_seq=25 ttl=64 time=0.327 ms
64 bytes from 192.168.20.1: icmp_seq=26 ttl=64 time=0.422 ms
64 bytes from 192.168.20.1: icmp_seq=27 ttl=64 time=0.310 ms
64 bytes from 192.168.20.1: icmp_seq=28 ttl=64 time=0.411 ms
64 bytes from 192.168.20.1: icmp_seq=29 ttl=64 time=0.373 ms
64 bytes from 192.168.20.1: icmp_seq=30 ttl=64 time=0.588 ms
64 bytes from 192.168.20.1: icmp_seq=31 ttl=64 time=0.311 ms
64 bytes from 192.168.20.1: icmp_seq=32 ttl=64 time=0.321 ms
64 bytes from 192.168.20.1: icmp_seq=33 ttl=64 time=0.306 ms
64 bytes from 192.168.20.1: icmp_seq=34 ttl=64 time=0.360 ms
64 bytes from 192.168.20.1: icmp_seq=35 ttl=64 time=0.374 ms
64 bytes from 192.168.20.1: icmp_seq=36 ttl=64 time=0.319 ms
64 bytes from 192.168.20.1: icmp_seq=37 ttl=64 time=0.298 ms
64 bytes from 192.168.20.1: icmp_seq=38 ttl=64 time=0.375 ms
64 bytes from 192.168.20.1: icmp_seq=39 ttl=64 time=0.388 ms
64 bytes from 192.168.20.1: icmp_seq=40 ttl=64 time=0.325 ms
64 bytes from 192.168.20.1: icmp_seq=41 ttl=64 time=0.380 ms
64 bytes from 192.168.20.1: icmp_seq=42 ttl=64 time=0.360 ms
64 bytes from 192.168.20.1: icmp_seq=43 ttl=64 time=0.302 ms
64 bytes from 192.168.20.1: icmp_seq=44 ttl=64 time=0.329 ms
64 bytes from 192.168.20.1: icmp_seq=45 ttl=64 time=0.621 ms
64 bytes from 192.168.20.1: icmp_seq=46 ttl=64 time=0.353 ms
64 bytes from 192.168.20.1: icmp_seq=47 ttl=64 time=0.336 ms
64 bytes from 192.168.20.1: icmp_seq=48 ttl=64 time=0.320 ms
64 bytes from 192.168.20.1: icmp_seq=49 ttl=64 time=0.318 ms
64 bytes from 192.168.20.1: icmp_seq=50 ttl=64 time=0.669 ms

--- 192.168.20.1 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 50105ms
rtt min/avg/max/mdev = 0.211/0.383/0.760/0.112 ms

=== END PING TEST ===

