=== PING TEST TO 208.67.222.222 ===
Timestamp: 2026-01-09 14:15:18
Test duration: 50 packets

PING 208.67.222.222 (208.67.222.222) 56(84) bytes of data.
64 bytes from 208.67.222.222: icmp_seq=1 ttl=60 time=10.2 ms
64 bytes from 208.67.222.222: icmp_seq=2 ttl=60 time=9.34 ms
64 bytes from 208.67.222.222: icmp_seq=3 ttl=60 time=9.82 ms
64 bytes from 208.67.222.222: icmp_seq=4 ttl=60 time=9.89 ms
64 bytes from 208.67.222.222: icmp_seq=5 ttl=60 time=7.88 ms
64 bytes from 208.67.222.222: icmp_seq=6 ttl=60 time=12.3 ms
64 bytes from 208.67.222.222: icmp_seq=7 ttl=60 time=15.1 ms
64 bytes from 208.67.222.222: icmp_seq=8 ttl=60 time=6.82 ms
64 bytes from 208.67.222.222: icmp_seq=9 ttl=60 time=14.4 ms
64 bytes from 208.67.222.222: icmp_seq=10 ttl=60 time=14.2 ms
64 bytes from 208.67.222.222: icmp_seq=11 ttl=60 time=9.16 ms
64 bytes from 208.67.222.222: icmp_seq=12 ttl=60 time=9.24 ms
64 bytes from 208.67.222.222: icmp_seq=13 ttl=60 time=8.97 ms
64 bytes from 208.67.222.222: icmp_seq=14 ttl=60 time=9.47 ms
64 bytes from 208.67.222.222: icmp_seq=15 ttl=60 time=9.34 ms
64 bytes from 208.67.222.222: icmp_seq=16 ttl=60 time=8.88 ms
64 bytes from 208.67.222.222: icmp_seq=17 ttl=60 time=12.9 ms
64 bytes from 208.67.222.222: icmp_seq=18 ttl=60 time=7.37 ms
64 bytes from 208.67.222.222: icmp_seq=19 ttl=60 time=10.9 ms
64 bytes from 208.67.222.222: icmp_seq=20 ttl=60 time=12.0 ms
64 bytes from 208.67.222.222: icmp_seq=21 ttl=60 time=5.86 ms
64 bytes from 208.67.222.222: icmp_seq=22 ttl=60 time=12.6 ms
64 bytes from 208.67.222.222: icmp_seq=23 ttl=60 time=11.8 ms
64 bytes from 208.67.222.222: icmp_seq=24 ttl=60 time=11.0 ms
64 bytes from 208.67.222.222: icmp_seq=25 ttl=60 time=8.00 ms
64 bytes from 208.67.222.222: icmp_seq=26 ttl=60 time=12.4 ms
64 bytes from 208.67.222.222: icmp_seq=27 ttl=60 time=7.79 ms
64 bytes from 208.67.222.222: icmp_seq=28 ttl=60 time=8.68 ms
64 bytes from 208.67.222.222: icmp_seq=29 ttl=60 time=7.50 ms
64 bytes from 208.67.222.222: icmp_seq=30 ttl=60 time=11.4 ms
64 bytes from 208.67.222.222: icmp_seq=31 ttl=60 time=13.1 ms
64 bytes from 208.67.222.222: icmp_seq=32 ttl=60 time=11.0 ms
64 bytes from 208.67.222.222: icmp_seq=33 ttl=60 time=8.50 ms
64 bytes from 208.67.222.222: icmp_seq=34 ttl=60 time=10.5 ms
64 bytes from 208.67.222.222: icmp_seq=35 ttl=60 time=8.26 ms
64 bytes from 208.67.222.222: icmp_seq=36 ttl=60 time=8.64 ms
64 bytes from 208.67.222.222: icmp_seq=37 ttl=60 time=13.6 ms
64 bytes from 208.67.222.222: icmp_seq=38 ttl=60 time=15.9 ms
64 bytes from 208.67.222.222: icmp_seq=39 ttl=60 time=4.93 ms
64 bytes from 208.67.222.222: icmp_seq=40 ttl=60 time=8.26 ms
64 bytes from 208.67.222.222: icmp_seq=41 ttl=60 time=4.73 ms
64 bytes from 208.67.222.222: icmp_seq=42 ttl=60 time=4.18 ms
64 bytes from 208.67.222.222: icmp_seq=43 ttl=60 time=3.94 ms
64 bytes from 208.67.222.222: icmp_seq=44 ttl=60 time=10.4 ms
64 bytes from 208.67.222.222: icmp_seq=45 ttl=60 time=15.3 ms
64 bytes from 208.67.222.222: icmp_seq=46 ttl=60 time=11.5 ms
64 bytes from 208.67.222.222: icmp_seq=47 ttl=60 time=4.48 ms
64 bytes from 208.67.222.222: icmp_seq=48 ttl=60 time=10.7 ms
64 bytes from 208.67.222.222: icmp_seq=49 ttl=60 time=13.5 ms
64 bytes from 208.67.222.222: icmp_seq=50 ttl=60 time=15.2 ms

--- 208.67.222.222 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 49067ms
rtt min/avg/max/mdev = 3.942/10.033/15.891/3.011 ms

=== END PING TEST ===

